Topic,Words,Frequency,Timestamp
99,"кремлёвского пула, кремлёвского, приехал, прибыл, приезда",5,2023-04-20 00:00:00+00:00
100,"грузию, отношения россией, грузия, грузии, угрожают",1,2023-04-20 00:00:00+00:00
101,"вооруженных, стрельбы, боевой, наши бойцы, боевиков",1,2023-04-20 00:00:00+00:00
108,"россии сообщили, никаких, никакой, москву, заявил дмитрий",4,2023-04-20 00:00:00+00:00
-1,"обороны, украину, власти, контрнаступление, россию",854,2023-05-20 00:00:00+00:00
0,"украинских, украинские, беспилотников, спецоперация, военнослужащих",120,2023-05-20 00:00:00+00:00
1,"заявления дмитрия, ситуацию, главное заявлений, совещание, главное",53,2023-05-20 00:00:00+00:00
2,"состоянии войны, великобритания, военную помощь, союзником, зампред рф",41,2023-05-20 00:00:00+00:00
3,"регионам, новых регионах, новых регионов, меры поддержки, финансовую поддержку",27,2023-05-20 00:00:00+00:00
4,"фейков, контентом, информполитике, пропаганды, контент",2,2023-05-20 00:00:00+00:00
5,"спикер госдумы, председатель госдумы, пленарном заседании, госдумы вячеслав, законопроект",14,2023-05-20 00:00:00+00:00
6,"местных властей, посетили, посетил, властей, первый замглавы",23,2023-05-20 00:00:00+00:00
7,"поздравил, военнослужащих, военных, герой россии, освобождением",46,2023-05-20 00:00:00+00:00
9,"обсуждается, думают, нужно, законопроекта, нужен",6,2023-05-20 00:00:00+00:00
10,"мигрантами, миграционной политики, мигрантов, мигрантам, мигранты",8,2023-05-20 00:00:00+00:00
11,"эрдоган, эрдоганом, российский лидер, заявил киев, провел телефонный",13,2023-05-20 00:00:00+00:00
12,"сша хотят, секретарь россии, воюют, говорят, россия украина",21,2023-05-20 00:00:00+00:00
13,"коррупционных, отмена, скандалов, обвинений, удалены",2,2023-05-20 00:00:00+00:00
14,"высказываются, артистов, призвали, попросили, потребовали",4,2023-05-20 00:00:00+00:00
15,"иран, иранских, ирану, ираном, агрессии",3,2023-05-20 00:00:00+00:00
